0.000	0.900	Do	0.99
0.900	1.200	 you	0.99
1.200	1.500	 think	0.99
1.500	1.980	 the	0.96
1.980	2.400	 card	0.17
2.400	4.260	 lion	0.59
4.260	4.620	 asked	0.98
4.620	5.640	 if	0.66
5.640	6.000	 I	0.99
6.000	6.300	 go	0.99
6.300	6.600	 to	0.99
6.600	7.020	 the	0.99
7.020	7.920	 Emerald	0.93
7.920	8.100	 City	0.65
8.100	8.640	 with	0.98
8.640	8.940	 you	0.99
8.940	9.720	 that	0.93
9.720	10.380	 ours	0.31
10.380	10.680	 would	0.94
10.680	11.040	 give	0.90
11.040	11.340	 me	0.99
11.340	12.660	 courage?	0.79
12.720	14.220	 They	0.35
14.220	15.240	 soon?	0.56
15.360	16.740	 Courage.	0.51
16.800	17.460	 This	0.04
17.460	18.000	 one	0.01
18.000	19.260	 card,	0.33
19.260	19.500	 strange	0.81
19.500	20.700	 indoices.	0.37
20.820	23.220	 In	0.43
23.220	23.520	 the	0.89
23.520	23.820	 deep	0.73
23.820	24.720	 path,	0.26
24.720	25.500	 of	0.75
25.500	25.860	 the	0.93
25.860	28.020	 forest,	0.55
28.020	29.100	 and	0.60
29.100	29.460	 the	0.96
29.460	29.880	 line	0.68
29.880	30.780	 with	0.32
30.780	31.260	 part	0.84
31.260	31.560	 of	0.28
31.560	31.860	 them	0.91
31.860	32.460	 that,	0.49
32.460	33.720	 the	0.45
33.720	35.580	 colorless,	0.11
35.580	36.840	 live,	0.15
36.840	37.680	 there,	0.47
37.680	38.520	 what	0.59
38.520	38.700	 are	0.99
38.700	38.940	 the	0.99
38.940	40.140	 colors?	0.14
40.140	40.620	 asked	0.51
40.620	41.520	 the	0.80
41.520	41.820	 girl	0.94
41.820	42.720	 Dorothy.	0.83
42.780	43.740	 They	0.54
43.740	44.100	 are	0.99
44.100	44.640	 huge	0.84
44.640	45.120	 based	0.67
45.120	45.660	 with	0.96
45.660	46.560	 bodies	0.98
46.560	46.860	 like	0.94
46.860	48.120	 bears	0.86
48.120	48.600	 and.	0.56
48.600	50.160	 Heads	0.20
50.160	50.460	 like	0.81
50.460	52.200	 tigers,	0.33
52.200	53.400	 replied	0.42
53.400	53.880	 the	0.92
53.880	54.180	 line,	0.46
54.180	55.200	 and	0.72
55.200	55.860	 with	0.73
55.860	56.580	 close	0.39
56.580	57.720	 so	0.95
57.720	57.960	 long	0.90
57.960	58.380	 and	1.00
58.380	59.160	 sharp	0.98
59.160	59.460	 that	0.98
59.460	60.420	 they	0.86
60.420	60.780	 could	0.95
60.780	61.500	 tell	0.41
61.500	61.620	 me	0.96
61.620	62.460	 into	0.91
62.460	63.660	 as	0.83
63.660	64.320	 easily	0.99
64.320	64.980	 as	0.96
64.980	65.460	 I	0.99
65.460	65.760	 could	0.95
65.760	66.180	 kill	0.98
66.180	66.960	 Toto.	0.54
67.080	68.340	 Um,	0.05
68.340	68.820	 tell,	0.45
68.820	70.920	 afraid	0.92
70.920	72.060	 of	0.68
72.060	72.480	 the	0.97
72.480	73.380	 candidas.	0.48
73.500	76.860	 Wait	0.46
76.860	77.100	 a	0.92
77.100	77.700	 minute,	0.53
77.700	77.940	 called	0.57
77.940	78.300	 the	0.84
78.300	79.260	 scarecrow,	0.79
79.260	80.100	 uh,	0.02
80.100	80.820	 uh,	0.09
80.820	80.940	 he	0.68
80.940	81.300	 had	0.48
81.300	83.460	 been,	0.49
83.460	84.780	 oh.	0.28
84.840	85.980	 What	0.53
85.980	86.700	 was	0.92
86.700	87.120	 best	0.94
87.120	87.900	 to	0.88
87.900	88.380	 be	0.98
88.380	88.860	 done,	0.29
88.860	89.280	 and	0.91
89.280	89.760	 now	0.94
89.760	90.180	 he	0.99
90.180	90.600	 asked	0.97
90.600	91.380	 the	0.96
91.380	92.220	 old	0.64
92.220	92.340	 man	0.46
92.340	92.580	 to	0.94
92.580	93.000	 chop	0.47
93.000	93.420	 away	0.99
93.420	94.560	 the,	0.27
94.560	94.740	 and	0.57
94.740	95.400	 the	0.82
95.400	96.060	 end	0.97
96.060	96.180	 of	0.95
96.180	96.780	 the	0.85
96.780	97.560	 tree,	0.40
97.560	97.620	 and	0.98
97.620	100.620	 the,	0.01
100.620	101.280	 sad.	0.75
101.400	103.080	 Of	0.35
103.080	103.800	 the	0.93
103.800	104.700	 date,	0.12
104.700	106.020	 stage.	0.52
106.080	107.760	 The	0.78
107.760	108.300	 10	0.28
108.300	109.560	 men	0.36
109.560	110.220	 began	0.45
110.220	110.700	 to	0.99
110.700	111.000	 use	0.95
111.000	112.320	 his	0.77
112.320	112.740	 ex	0.28
112.740	113.580	 at	0.91
113.580	114.420	 once.	0.49
114.420	118.080	 And	0.47
118.080	118.680	 just	0.85
118.680	119.280	 as	0.96
119.280	119.700	 the	0.98
119.700	120.000	 2	0.92
120.000	120.480	 had	0.48
120.480	121.020	 desks	0.23
121.020	121.800	 were	0.74
121.800	122.460	 nearly	0.93
122.460	123.660	 crossed.	0.67
123.780	126.480	 across.	0.64
126.720	128.280	 The	0.73
128.280	128.640	 tree	0.65
128.640	129.420	 fells	0.60
129.420	129.720	 with	0.97
129.720	130.020	 a	0.57
130.020	130.680	 crash	0.99
130.680	131.040	 into	0.99
131.040	131.400	 the	0.99
131.400	132.120	 gulf.	0.71
132.240	134.640	 The	0.89
134.640	136.260	 falling.	0.42
136.260	138.600	 Branch.	0.51
138.600	140.160	 Curried	0.67
140.160	140.640	 the	0.95
140.640	141.900	 ugliest	0.41
141.900	146.820	 mark.	0.51
146.880	152.040	 Snarling.	0.70
152.040	153.240	 Snarling.	0.74
153.300	157.980	 Uh,	0.18
157.980	159.300	 Barrett.	0.27
159.300	160.500	 Bird.	0.27
160.560	164.340	 With	0.50
164.340	165.300	 it,	0.47
165.300	165.600	 both	0.86
165.600	166.260	 were	0.90
166.260	167.160	 dashed	0.78
167.160	168.360	 to	0.69
168.360	169.140	 places	0.97
169.140	170.640	 on	0.72
170.640	170.940	 the	0.90
170.940	172.320	 truck.	0.43
172.380	174.180	 Pieces	0.47
174.180	174.720	 on	0.69
174.720	175.020	 the	0.80
175.020	175.680	 sharp,	0.62
175.680	177.540	 rocks	0.65
177.540	178.020	 as	0.72
178.020	178.440	 the	0.89
178.440	179.880	 bottom,	0.46
179.880	180.720	 it	0.46
180.720	181.140	 was	0.99
181.140	182.280	 not	0.82
182.280	182.880	 long	0.99
182.880	183.240	 before	0.99
183.240	183.720	 they	0.96
183.720	184.380	 reached	0.63
184.380	185.040	 the	0.84
185.040	185.460	 road	0.85
185.460	185.880	 of	0.96
185.880	186.840	 yellow	0.90
186.840	187.980	 bricks,	0.68
187.980	188.220	 and	0.91
188.220	188.400	 they	0.35
188.400	188.580	 went	0.28
188.580	188.880	 on	0.15
188.880	189.300	 again	0.96
189.300	189.900	 towards	0.86
189.900	190.260	 the,	0.12
190.260	191.160	 and	0.58
191.160	193.500	 Emerald	0.17
193.500	194.340	 city	0.67
194.340	195.120	 where	0.82
195.120	195.840	 the	0.36
195.840	196.500	 grit	0.26
196.500	197.160	 odds	0.13
197.160	197.640	 live.	0.66
203.700	205.980	 Wizard,	0.48
205.980	206.100	 a	0.11
206.100	206.820	 sacro	0.04
206.820	207.000	 and	0.22
207.000	207.960	 sailor,	0.08
207.960	209.580	 livestock,	0.57
209.580	210.360	 attire,	0.38
210.360	211.320	 cough,	0.46
211.320	211.980	 grown,	0.18
211.980	212.940	 sorcerer.	0.59
213.000	213.600	 Gone,	0.06
213.600	214.260	 gone.	0.52
214.380	216.060	 Break.	0.39
216.120	218.100	 Cornfield,	0.31
218.100	218.700	 cray.	0.51
218.760	220.260	 Tin,	0.30
220.260	221.940	 colored.	0.31
222.000	224.880	 Ditch,	0.44
224.880	226.320	 top.	0.49
226.380	227.880	 The	0.06
227.880	228.660	 back.	0.38
228.660	230.520	 The	0.14
230.520	234.060	 back.	0.36
234.060	234.720	 So	0.57
234.720	235.080	 back	0.86
235.080	235.320	 to	0.66
235.320	235.800	 course.	0.59
235.860	238.860	 Oh,	0.19
238.860	239.460	 dorm.	0.49
239.520	240.840	 Summer.	0.50
240.900	245.760	 Stumble.	0.18
245.760	247.980	 Stumble.	0.43
248.040	248.760	 Stanbul.	0.54
248.820	249.960	 They	0.27
249.960	250.980	 solve,	0.14
250.980	251.460	 they	0.02
251.460	252.780	 solve.	0.34
252.900	254.100	 And	0.24
254.100	255.300	 heartbeat.	0.39
255.420	258.660	 Heather.	0.36
258.780	262.200	 Ray...	0.26
262.200	264.540	 Tendon.	0.42
