0.000	1.020	On	0.99
1.020	1.560	 this	0.94
1.560	2.340	 particular	1.00
2.340	4.140	 day,	0.39
4.140	4.320	 uncle	0.95
4.320	4.980	 harry	0.88
4.980	5.280	 says	0.15
5.280	5.640	 on	0.99
5.640	5.820	 the	1.00
5.820	6.960	 doorstep,	0.85
6.960	7.740	 his	0.65
7.740	8.640	 gaze	0.68
8.640	9.900	 fixed,	0.46
9.900	12.480	 fixed,	0.11
12.480	13.500	 fixed,	0.12
13.500	14.880	 fixed,	0.19
14.880	15.840	 and,	0.04
15.840	18.240	 stressedly,	0.15
18.240	19.260	 upon	0.86
19.260	19.920	 the,	0.46
19.920	20.100	 I	0.15
20.100	21.480	 usually,	0.13
21.480	21.900	 the	0.30
21.900	22.500	 gray	0.73
22.500	23.400	 sky,	0.49
23.400	23.760	 and	0.95
23.760	24.780	 um,	0.32
24.780	25.020	 was	0.98
25.020	25.500	 busy	0.99
25.500	27.060	 washing	0.99
27.060	27.180	 the	0.97
27.180	27.900	 dishes.	0.73
27.960	29.340	 Suddenly,	0.55
29.340	29.820	 Uncle	0.30
29.820	30.180	 Harry	0.15
30.180	31.080	 stood	0.79
31.080	31.380	 up	0.42
31.380	31.740	 and	0.99
31.740	32.040	 called	0.93
32.040	33.060	 out	0.87
33.060	33.720	 to	0.89
33.720	33.960	 his	0.98
33.960	35.640	 wife.	0.56
35.760	38.760	 There's	0.72
38.760	39.120	 a.	0.46
39.120	42.960	 Sad	0.35
42.960	43.800	 clone	0.18
43.800	45.000	 coming.	0.35
45.060	45.840	 I'll	0.80
45.840	46.260	 go	0.98
46.260	47.040	 check	0.97
47.040	48.120	 on	0.91
48.120	48.780	 the	0.90
48.780	50.040	 left	0.74
50.040	51.840	 dog,	0.17
51.840	52.200	 stuck	0.56
52.200	53.220	 with	0.88
53.220	54.120	 that,	0.54
54.120	54.360	 he	0.96
54.360	54.960	 hurried	0.84
54.960	55.440	 towards	0.56
55.440	55.800	 the	0.74
55.800	57.300	 shy,	0.41
57.300	59.340	 where	0.67
59.340	60.060	 the	0.94
60.060	60.480	 car	0.40
60.480	60.900	 and	0.40
60.900	61.680	 horses	0.98
61.680	61.860	 were	0.98
61.860	62.340	 kept.	0.87
62.400	64.800	 Um,	0.04
64.800	66.000	 and	0.50
66.000	66.960	 um,	0.26
66.960	67.380	 stopped	0.66
67.380	68.580	 her	0.54
68.580	69.360	 work	0.91
69.360	69.780	 and	0.98
69.780	70.620	 rushed	0.94
70.620	71.100	 to	0.82
71.100	71.400	 the	0.99
71.400	72.120	 floor,	0.52
72.120	73.200	 uh,	0.04
73.200	74.220	 to	0.49
74.220	74.460	 the	0.99
74.460	75.060	 door,	0.61
75.060	75.540	 a	0.84
75.540	76.920	 single.	0.59
76.980	79.560	 Uh,	0.20
79.560	83.340	 uh,	0.11
83.340	83.940	 there	0.72
83.940	84.540	 was	0.83
84.540	85.260	 then,	0.14
85.260	86.400	 uh,	0.02
86.400	87.720	 glance,	0.26
87.720	88.440	 show	0.51
88.440	88.740	 there	0.97
88.740	89.100	 was	0.97
89.100	90.180	 Dandra,	0.29
90.180	90.900	 quickly,	0.58
90.900	91.620	 Dorothy,	0.78
91.620	93.240	 she	0.36
93.240	94.140	 screamed.	0.81
94.260	96.780	 Run	0.47
96.780	99.960	 to,	0.59
99.960	101.040	 Dorothy,	0.70
101.040	102.480	 man,	0.19
102.480	104.700	 Najed,	0.17
104.700	107.580	 to,	0.25
107.580	108.120	 to,	0.03
108.120	108.360	 and,	0.34
108.360	110.940	 and	0.43
110.940	113.880	 followed,	0.31
113.880	115.320	 her	0.72
115.320	115.980	 arms.	0.29
116.040	117.060	 However,	0.15
117.060	117.840	 halfway	0.93
117.840	119.160	 across	0.94
119.160	119.520	 the	0.50
119.520	121.020	 room,	0.46
121.020	121.440	 a	0.21
121.440	122.340	 fierce	0.73
122.340	123.180	 gust	0.96
123.180	123.480	 of	0.96
123.480	124.320	 wind	0.97
124.320	125.760	 roared,	0.58
125.760	126.600	 causing	0.50
126.600	127.020	 the	0.97
127.020	127.560	 home	0.88
127.560	128.520	 to	0.92
128.520	129.420	 tumble.	0.62
129.480	131.580	 Trumble,	0.30
131.580	133.860	 Trumble,	0.30
