0.000	0.480	For
0.480	0.900	 his
0.900	1.860	 fault,
1.860	2.160	 and
2.160	2.640	 to
2.640	3.480	 punish
3.480	4.380	 him,
4.380	4.740	 if
4.740	6.120	 he
6.120	6.660	 does
6.660	7.020	 not
7.020	8.040	 correct
8.040	8.880	 his
8.880	11.580	 mistakes.
11.640	12.480	 Take
12.480	12.960	 great
12.960	13.320	 care
13.320	13.740	 of
13.740	14.100	 this
14.100	15.480	 ring,
15.480	15.600	 she
15.600	15.840	 said
15.840	17.280	 it
17.280	17.640	 is
17.640	18.120	 more
18.120	18.960	 precious
18.960	19.440	 than
19.440	21.240	 diamonds.
21.300	22.440	 Every
22.440	23.160	 time
23.160	23.400	 you
23.400	23.700	 do
23.700	24.060	 a
24.060	24.360	 bad
24.360	25.200	 deed,
25.200	25.860	 if
25.860	26.940	 it
26.940	27.600	 will
27.600	28.320	 prick
28.320	28.620	 your
28.620	29.460	 finger,
29.460	30.780	 if,
30.780	30.900	 in
30.900	31.320	 spite
31.320	31.620	 of
31.620	32.340	 it's
32.340	33.420	 breaking,
33.420	33.840	 you
33.840	34.620	 continue
34.620	35.400	 in
35.400	35.820	 your
35.820	36.300	 own
36.300	37.020	 evil
37.020	37.500	 ways,
37.500	38.460	 you
38.460	38.760	 will
38.760	39.240	 lose
39.240	39.660	 my
39.660	40.620	 friendship,
40.620	41.400	 and
41.400	41.940	 I
41.940	42.360	 will
42.360	45.480	 become
45.480	46.380	 your
46.380	47.400	 enemy.
48.180	49.200	 After
49.200	50.280	 this
50.280	50.880	 word,
50.880	52.380	 the
52.380	52.980	 fairy
52.980	53.940	 disappeared,
53.940	54.540	 leaving
54.540	55.440	 Prince
55.440	56.100	 Darling
56.100	56.460	 in
56.460	56.940	 shock.
57.000	57.960	 One
57.960	58.500	 day,
58.500	59.460	 however,
59.460	60.780	 Prince
60.780	61.920	 Darling,
61.920	62.040	 the
62.040	62.820	 happy,
62.820	63.120	 went
63.120	63.780	 out
63.780	65.580	 hunting,
65.580	65.940	 he
65.940	67.140	 had
67.140	67.800	 gone
67.800	69.300	 out,
69.300	72.000	 gone
72.000	72.480	 back
72.480	73.020	 to
73.020	73.080	 the
73.080	73.740	 honking
73.740	74.400	 ground,
74.400	74.940	 many
74.940	75.780	 times,
75.780	76.320	 but
76.320	77.160	 didn't
77.160	77.520	 find
77.520	78.060	 any
78.060	78.660	 animals.
78.720	79.740	 This
79.740	80.220	 made
80.220	81.060	 him
81.060	81.540	 very
81.540	82.140	 upset.
