0.000	1.320	They	0.91
1.320	1.800	 would	0.98
1.800	2.340	 not	0.90
2.340	2.880	 be	0.98
2.880	3.240	 such	0.99
3.240	3.660	 a	0.98
3.660	4.020	 trouble	0.95
4.020	4.380	 to	0.99
4.380	4.560	 me	0.99
4.560	5.220	 now,	0.57
5.220	5.760	 at	0.43
5.760	6.840	 last.	0.65
6.900	7.740	 The	0.54
7.740	7.980	 prince	0.81
7.980	8.340	 got	0.93
8.340	8.880	 tired	0.16
8.880	9.840	 of	0.88
9.840	10.260	 the	0.99
10.260	11.940	 constant.	0.10
11.940	13.740	 Constant.	0.40
13.740	16.380	 Reminders	0.45
16.380	16.860	 of	0.96
16.860	17.520	 his	0.83
17.520	18.360	 bed,	0.14
18.360	18.660	 uh,	0.17
18.660	19.440	 bad	0.75
19.440	20.100	 be,	0.29
20.100	21.660	 heavier.	0.51
21.720	23.820	 He	0.93
23.820	24.240	 wanted	0.98
24.240	24.900	 to	0.99
24.900	25.320	 be	0.99
25.320	25.740	 able	0.99
25.740	26.160	 to	0.98
26.160	27.000	 do	0.96
27.000	27.720	 as	0.84
27.720	28.260	 he	0.85
28.260	28.980	 liked.	0.27
29.040	30.000	 So	0.36
30.000	30.840	 he	0.98
30.840	31.320	 threw	0.91
31.320	31.560	 his	0.99
31.560	31.980	 ring	0.92
31.980	32.580	 aside	0.99
32.580	33.960	 and.	0.56
33.960	35.640	 And	0.51
35.640	36.900	 so.	0.58
37.020	39.420	 Himself.	0.62
39.480	41.640	 The	0.87
41.640	42.540	 happiest	0.96
42.540	43.500	 of	0.91
43.500	43.980	 men	0.42
43.980	44.820	 to	0.94
44.820	45.240	 have	0.99
45.240	46.200	 got	0.87
46.200	46.620	 rid	0.45
46.620	47.040	 of	0.57
47.040	47.760	 of	0.85
47.760	48.720	 its	0.49
48.720	49.860	 teasing	0.93
49.860	51.360	 pricks.	0.55
52.380	54.480	 Okay.	0.22
54.480	57.060	 Do,	0.21
57.060	58.980	 do	0.26
58.980	59.340	 you	0.95
59.340	60.240	 dislike	0.33
60.240	61.560	 me?	0.32
61.560	64.740	 Asked,	0.20
64.740	65.460	 sir,	0.42
65.460	65.700	 I'm	0.83
65.700	66.300	 only	0.94
66.300	66.720	 a	0.77
66.720	67.140	 chef	0.61
67.140	67.380	 for	0.55
67.380	67.860	 this.	0.42
67.920	69.180	 And	0.40
69.180	69.780	 I,	0.51
69.780	71.460	 uh,	0.20
71.460	71.640	 and	0.75
71.640	71.880	 a	0.49
71.880	72.120	 poor	0.93
72.120	72.720	 girl,	0.64
72.720	73.020	 she	0.98
73.020	73.320	 said,	0.86
73.320	73.680	 but	0.96
73.680	73.980	 I	1.00
73.980	74.460	 won't	0.99
74.460	74.700	 marry	0.99
74.700	75.120	 you.	0.63
75.180	75.720	 Do	0.39
75.720	75.960	 you	0.97
75.960	77.340	 like	0.84
77.340	77.760	 me	0.99
77.760	78.840	 asked	0.67
78.840	79.800	 Prince	0.77
79.800	80.760	 Darling	0.23
80.760	81.420	 annoyed	0.98
81.420	82.620	 at	0.89
82.620	82.980	 this	0.99
82.980	83.520	 answer?	0.92
83.580	86.340	 No,	0.72
86.340	86.520	 my	0.98
86.520	87.120	 prince.	0.53
87.180	90.720	 Replied,	0.47
90.720	92.220	 Syria,	0.10
92.220	92.700	 um.	0.49
92.820	96.120	 And	0.47
96.120	97.140	 notice	0.95
97.140	97.500	 you	0.99
97.500	97.800	 are	0.99
97.800	98.040	 very	0.99
98.040	98.700	 rich,	0.75
98.700	99.300	 but	0.77
99.300	100.260	 what's	0.92
100.260	100.980	 good	0.92
100.980	101.820	 would.	0.41
101.820	106.920	 Reach	0.40
106.920	107.700	 needs	0.90
107.700	109.320	 to,	0.46
109.320	109.440	 which	0.36
109.440	109.920	 needs	0.95
109.920	110.220	 to	0.08
110.220	110.340	 be	0.64
110.340	110.580	 to	0.83
110.580	111.420	 me.	0.54
111.420	111.600	 If	0.25
111.600	111.900	 I	0.98
111.900	112.680	 see,	0.50
112.680	114.240	 you,	0.22
114.240	114.780	 you	0.70
114.780	116.040	 commit	0.88
116.040	117.900	 wrongdoings	0.75
117.900	118.560	 every	0.97
118.560	119.220	 day,	0.46
119.220	119.760	 I	1.00
119.760	120.240	 will	0.99
120.240	121.500	 dislike	0.81
121.500	121.800	 you	0.98
121.800	122.340	 and	0.99
122.340	123.000	 even	1.00
123.000	123.240	 hit	0.84
123.240	123.480	 you.	0.33
123.540	124.800	 What	0.48
124.800	125.940	 will	0.85
125.940	126.960	 or	0.77
126.960	128.100	 you.	0.33
128.220	129.720	 Oh,	0.10
129.720	130.680	 or	0.39
130.680	131.220	 marriage	0.96
131.220	132.060	 be	0.93
132.060	132.540	 like	0.96
132.540	133.020	 if	0.99
133.020	133.380	 I	0.99
133.380	133.680	 am	0.98
133.680	135.000	 a	0.27
135.000	138.540	 witness.	0.78
