0.000	1.380	One	1.00
1.380	1.740	 day	1.00
1.740	2.100	 in	1.00
2.100	3.060	 June,	0.74
3.060	3.540	 the	0.62
3.540	4.260	 mountain	0.95
4.260	4.680	 had	0.98
4.680	4.920	 a	0.99
4.920	5.820	 visitor,	0.85
5.820	5.940	 a	0.90
5.940	6.300	 tall	0.95
6.300	7.740	 woman,	0.50
7.740	10.800	 named,	0.45
10.800	11.400	 uh,	0.26
11.400	12.480	 alarmed	0.40
12.480	12.720	 with	0.99
12.720	13.980	 daddy,	0.33
13.980	14.340	 was	0.94
14.340	15.420	 for	0.30
15.420	15.720	 5	0.92
15.720	16.200	 years	1.00
16.200	16.980	 old,	0.54
16.980	17.520	 nice.	0.70
17.580	18.780	 A	0.19
18.780	19.620	 grown	0.54
19.620	20.160	 with	0.99
20.160	20.820	 black	0.97
20.820	22.440	 crowly	0.38
22.440	23.100	 hair	0.80
23.100	23.340	 named	0.99
23.340	24.180	 Heidi.	0.84
24.240	26.940	 You	0.85
26.940	27.060	 are	0.96
27.060	27.420	 right.	0.58
27.480	28.140	 This	0.34
28.140	28.440	 is	1.00
28.440	29.460	 Heidi,	0.46
29.460	30.000	 the	0.78
30.000	30.300	 girl	0.93
30.300	30.960	 my	0.97
30.960	31.440	 last.	0.62
31.560	34.080	 Sister	0.55
34.080	34.860	 left	0.99
34.860	35.580	 behind.	0.69
35.640	36.900	 That	0.26
36.900	37.260	 he	0.91
37.260	37.920	 answered.	0.39
37.920	39.840	 I'm	0.67
39.840	40.020	 taking	0.97
40.020	40.440	 her	1.00
40.440	41.100	 to	0.94
41.100	41.760	 um.	0.55
41.820	42.960	 Uncle	0.64
42.960	43.260	 help	0.48
43.260	43.920	 so	0.97
43.920	44.460	 he	0.94
44.460	44.820	 can	0.98
44.820	45.420	 take	0.98
45.420	45.780	 care	0.98
45.780	46.140	 of	0.53
46.140	46.620	 her	0.99
46.620	46.980	 from	0.99
46.980	47.760	 now	0.98
47.760	48.240	 on.	0.73
48.300	49.440	 But	0.49
49.440	50.100	 that	0.56
50.100	50.400	 he	0.56
50.400	50.820	 had	0.98
50.820	51.240	 made	1.00
51.240	51.660	 up	1.00
51.660	52.020	 her	1.00
52.020	52.620	 mind,	0.59
52.620	53.280	 it	0.84
53.280	53.820	 is	0.99
53.820	54.120	 time	0.99
54.120	54.420	 for	0.99
54.420	55.680	 Hetty's	0.46
55.680	56.640	 grand	0.79
56.640	57.720	 father	0.79
57.720	58.080	 to	0.99
58.080	58.320	 take.	0.67
58.380	60.660	 Up	0.72
60.660	61.620	 the	0.75
61.620	63.180	 responsibility.	0.90
63.240	65.520	 Barbie	0.96
65.520	66.480	 and.	0.56
66.480	68.160	 Had	0.42
