0.000	0.780	Let's	0.99
0.780	1.020	 learn	0.98
1.020	1.500	 about	0.99
1.500	2.280	 some	0.97
2.280	4.620	 communities	0.58
4.620	5.820	 in	0.88
5.820	6.360	 Los	0.98
6.360	7.560	 Angeles.	0.65
7.800	10.800	 Lay	0.14
10.800	11.760	 Mart,	0.14
11.760	12.120	 Park.	0.71
12.180	13.800	 Many	0.64
13.800	14.520	 artists	0.70
14.520	15.000	 and	0.98
15.000	16.260	 male,	0.19
16.260	17.040	 the	0.40
17.040	19.440	 conscience,	0.17
19.440	19.980	 live	0.88
19.980	21.180	 in,	0.51
21.180	24.300	 Lemart,	0.13
24.300	25.140	 Park,	0.42
25.140	25.560	 famous	0.65
25.560	26.940	 singers,	0.61
26.940	28.200	 run,	0.33
28.200	28.800	 red	0.78
28.800	29.580	 charts.	0.59
29.640	33.840	 Recharged.	0.47
33.900	39.780	 And...	0.34
39.840	44.100	 I	0.92
44.100	44.340	 love	0.92
44.340	45.600	 Fitzgerald	0.87
45.600	46.380	 lived	0.90
46.380	46.860	 here	0.99
46.860	47.520	 today.	0.83
47.640	51.840	 Limart	0.35
51.840	52.560	 Park	0.74
52.560	53.100	 has	0.97
53.100	53.820	 many	0.97
53.820	55.020	 plays	0.13
55.020	55.560	 to	0.84
55.560	56.280	 hear	0.30
56.280	57.180	 jazz	0.68
57.180	58.260	 music.	0.76
58.320	58.980	 It	0.57
58.980	59.520	 has	0.99
59.520	59.940	 a	0.99
59.940	60.360	 famous	0.99
60.360	61.740	 hip,	0.67
61.740	64.740	 hip,	0.46
64.740	65.760	 hip,	0.18
65.760	66.960	 show.	0.55
67.020	69.600	 Anyone,	0.21
69.600	69.840	 one	0.48
69.840	70.440	 from	0.98
70.440	70.680	 the	0.99
70.680	71.940	 audience	0.98
71.940	73.020	 can	0.95
73.020	75.000	 perform.	0.81
75.060	80.640	 Many.	0.42
80.700	84.420	 Money,	0.08
84.420	84.840	 his,	0.40
84.840	87.360	 Hispanic,	0.61
87.360	88.500	 people	0.71
88.500	89.640	 live	0.95
89.640	90.360	 in	0.95
90.360	91.620	 both,	0.18
91.620	93.060	 boy,	0.06
93.060	93.600	 uh,	0.06
93.600	95.700	 height.	0.47
95.760	98.400	 Street	0.30
98.400	99.240	 corner	0.80
99.240	100.260	 named...	0.26
100.260	103.800	 Mar...	0.07
103.800	106.080	 Mar...	0.08
106.080	106.920	 R.	0.05
106.920	108.780	 Archie.	0.45
108.840	111.000	 Archie.	0.66
111.000	114.240	 The,	0.20
114.240	114.960	 uh,	0.56
115.200	116.940	 Plaza	0.81
116.940	117.360	 is	0.95
117.360	120.120	 Popular.	0.41
120.180	123.660	 Hmm.	0.40
123.720	127.500	 Mar.	0.19
127.500	129.120	 Mar.	0.17
129.120	131.460	 Marriage.	0.53
131.520	133.440	 Marriage,	0.30
133.440	133.800	 she.	0.29
133.860	137.460	 Mary	0.52
137.460	140.280	 Archie	0.71
140.280	141.300	 band	0.41
141.300	142.680	 play	0.74
142.680	144.960	 music	0.72
144.960	145.740	 together	0.98
145.740	146.400	 in	0.99
146.400	146.640	 the	1.00
146.640	147.480	 evenings.	0.76
147.540	147.900	 People	0.41
147.900	148.320	 come	0.93
148.320	148.680	 to	0.93
148.680	149.220	 listen.	0.63
149.280	150.060	 To	0.13
150.060	150.300	 the	0.99
150.300	150.600	 music.	0.93
150.720	155.100	 Vance	0.03
155.100	156.600	 Beach,	0.14
156.600	157.980	 has	0.80
157.980	159.240	 manuscript	0.31
159.240	160.680	 performs,	0.69
160.680	164.160	 Vance,	0.07
164.160	165.240	 beach.	0.53
165.300	169.380	 Also,	0.48
169.380	170.880	 attract	0.58
170.880	172.260	 people	0.76
172.260	172.920	 who	1.00
172.920	173.580	 aren't	0.99
173.580	173.940	 scared	0.99
173.940	174.420	 to	0.97
174.420	175.560	 take	0.77
175.560	176.700	 uh,	0.18
176.700	181.080	 tumble,	0.23
181.080	181.560	 it	0.84
181.560	182.040	 has	0.96
182.040	182.640	 plays	0.27
182.640	183.840	 for	0.79
183.840	184.500	 rope.	0.84
184.620	187.380	 Cameras	0.33
187.380	188.220	 and	0.93
188.220	191.940	 Uh,	0.36
191.940	192.900	 crow,	0.39
192.900	193.980	 bad.	0.36
194.040	196.020	 Basketball	0.64
196.020	197.580	 players.	0.63
197.640	200.400	 Per...	0.09
200.400	204.600	 Per...	0.01
204.600	204.900	 Rec	0.12
204.900	205.740	 taste.	0.23
205.740	206.520	 Um,	0.14
206.520	208.920	 the...	0.25
208.920	210.900	 Carts	0.20
210.900	211.380	 too.	0.61
